Customer_ID,Age,Gender,City,Employment_Type,Annual_Income,Loan_Amount,Loan_Purpose,Credit_Score,Loan_Tenure_Years,EMI_Amount,Payment_History,Loan_Status
CUST00282,42,Female,Lucknow,Business Owner,2163571,3177640,Personal Loan,752,6,44133.89,Delayed,Approved
CUST00531,40,Female,Kolkata,Freelancer,2429655,2635181,Education Loan,880,17,12917.55,Delayed,Rejected
CUST00197,53,Male,Kolkata,Freelancer,838387,4247079,Education Loan,525,8,44240.41,,Rejected
CUST00652,27,Female,Delhi,Self-Employed,1124133,1109165,Business Loan,808,3,30810.14,Good,Approved
CUST00352,45,Male,Hyderabad,Freelancer,2253607,4165741,Business Loan,621,1,347145.08,Excellent,Approved
CUST01375,54,Female,Lucknow,Freelancer,1012283,1574960,Car Loan,391,16,8202.92,Missed,Defaulted
CUST01979,31,Female,Kolkata,Freelancer,976505,2926262,Car Loan,341,14,17418.23,Good,Defaulted
CUST00908,31,Male,Chennai,Self-Employed,1354424,1325029,Car Loan,535,18,6134.39,Missed,Defaulted
CUST00887,26,Male,Kolkata,Self-Employed,1401838,989695,Home Loan,381,1,82474.58,Delayed,Defaulted
CUST01653,28,Female,Kolkata,Salaried,1768146,3589172,Personal Loan,811,6,49849.61,Delayed,Approved
CUST00773,42,Male,Lucknow,Self-Employed,758516,2826374,Car Loan,835,13,18117.78,Missed,Defaulted
CUST00950,26,Female,Bangalore,Self-Employed,2012375,2519970,Personal Loan,696,12,17499.79,Missed,Defaulted
CUST00818,56,Female,Delhi,,955111,3848196,Business Loan,876,9,35631.44,Good,Rejected
CUST00745,38,Female,Lucknow,Self-Employed,676513,4724110,Home Loan,625,14,28119.7,Delayed,Defaulted
CUST00813,24,Female,Lucknow,Business Owner,995600,3697965,Personal Loan,609,3,102721.25,Excellent,Rejected
CUST01339,28,Female,Chennai,Business Owner,1444992,4872481,Car Loan,528,16,25377.51,Delayed,Rejected
CUST01852,22,Male,Mumbai,,435595,3659134,Business Loan,529,11,27720.71,Good,Defaulted
CUST00322,53,Female,Bangalore,Freelancer,603082,4451913,Personal Loan,785,13,28537.9,Missed,Defaulted
CUST01830,61,Male,Pune,Self-Employed,2049395,4510168,Education Loan,552,3,125282.44,Excellent,Rejected
CUST00651,56,Male,Mumbai,Business Owner,728423,3908884,Personal Loan,791,18,18096.69,Excellent,Rejected
CUST01238,59,Female,Pune,Business Owner,1376503,1395801,Home Loan,481,12,9693.06,Excellent,Defaulted
CUST00026,43,Male,Chennai,Salaried,2189251,2800025,Car Loan,855,4,58333.85,Missed,Defaulted
CUST01434,62,Male,Jaipur,Salaried,1880989,1737023,Car Loan,482,6,24125.32,Missed,Defaulted
CUST00079,62,Female,Lucknow,Salaried,971148,164589,Personal Loan,493,6,2285.96,Excellent,Defaulted
CUST01711,47,Female,Chennai,Salaried,1079459,1008379,Education Loan,427,7,12004.51,Delayed,Defaulted
CUST00033,24,Female,Delhi,Salaried,465798,2173091,Car Loan,350,2,90545.46,Missed,Defaulted
CUST01302,59,Female,Hyderabad,Business Owner,579039,944801,Education Loan,859,7,11247.63,Excellent,Approved
CUST00383,27,Male,Mumbai,Self-Employed,379830,2165226,Car Loan,445,8,22554.44,Missed,Defaulted
CUST01559,50,Male,Bangalore,Salaried,801891,1411212,Home Loan,398,1,117601,Good,Defaulted
CUST00433,54,Male,Pune,Salaried,1849729,4770553,Car Loan,711,4,99386.52,Missed,Defaulted
CUST00164,62,Male,Kolkata,Salaried,236035,538051,Business Loan,667,16,2802.35,Good,Approved
CUST00204,45,Male,Kolkata,Salaried,1920856,76616,Home Loan,327,16,399.04,Missed,Defaulted
CUST01008,45,Male,Bangalore,Business Owner,326060,2581113,Education Loan,405,16,13443.3,Good,Defaulted
CUST01171,52,Female,Hyderabad,Freelancer,871009,1540641,Car Loan,579,19,6757.2,Excellent,Rejected
CUST00369,43,Male,Jaipur,Freelancer,270119,1676528,Personal Loan,765,15,9314.04,Missed,Defaulted
CUST00953,47,Female,Hyderabad,Freelancer,268803,2628682,Education Loan,612,6,36509.47,Delayed,Defaulted
CUST01445,39,Male,Pune,Self-Employed,1001849,4624475,Car Loan,588,12,32114.41,Delayed,Rejected
CUST01354,60,Female,Jaipur,Self-Employed,882405,4714496,Home Loan,678,16,24554.67,Excellent,Rejected
CUST01637,46,Female,Bangalore,Salaried,2021573,3219562,Education Loan,460,10,26829.68,Missed,Defaulted
CUST01111,53,Female,Lucknow,Business Owner,1137635,1241890,Education Loan,473,1,103490.83,Excellent,Defaulted
CUST00317,50,Female,Pune,Self-Employed,1980752,4364366,Business Loan,391,4,90924.29,Good,Defaulted
CUST01281,38,Male,Delhi,Salaried,2178030,3280545,Education Loan,358,3,91126.25,Good,Defaulted
CUST01809,35,Female,Jaipur,Salaried,2222784,2600206,Home Loan,501,9,24075.98,Missed,Defaulted
CUST00219,40,Female,Lucknow,Business Owner,2121277,1601899,Business Loan,732,19,7025.87,Missed,Defaulted
CUST01971,53,Female,Kolkata,Freelancer,2470463,3992518,Personal Loan,475,15,22180.66,Excellent,Defaulted
CUST01854,49,Female,Kolkata,Business Owner,1527042,3390552,Home Loan,714,18,15697,Excellent,Approved
CUST01693,31,Female,Mumbai,Self-Employed,987738,4060442,Business Loan,524,8,42296.27,Missed,Defaulted
CUST01814,62,Male,Chennai,Salaried,1873200,4426751,Car Loan,515,15,24593.06,Good,Rejected
CUST01348,52,Female,Lucknow,Freelancer,552414,2610244,Education Loan,612,16,13595.02,Excellent,Rejected
CUST00060,50,Male,Hyderabad,Self-Employed,2402263,3699279,Car Loan,754,18,17126.29,Good,Approved
CUST01056,61,Male,Kolkata,Freelancer,1090083,781658,Car Loan,472,17,3831.66,Delayed,Defaulted
CUST00434,51,Female,Delhi,Business Owner,1316271,2572919,Home Loan,503,15,14293.99,Excellent,Rejected
CUST00074,37,Female,Chennai,Business Owner,764678,1003122,Business Loan,608,12,6966.12,Good,Rejected
CUST00163,34,Female,Delhi,Business Owner,218073,4689059,Business Loan,664,17,22985.58,Good,Defaulted
CUST01320,27,Male,Jaipur,Business Owner,702367,897405,Personal Loan,817,12,6231.98,Excellent,Approved
CUST01160,56,Male,Ahmedabad,Self-Employed,200159,3606597,Personal Loan,797,8,37568.72,Excellent,Defaulted
CUST01630,45,Female,Chennai,Freelancer,2447805,601238,Car Loan,678,4,12525.79,Missed,Defaulted
CUST01068,61,Female,Jaipur,Salaried,614299,3780370,Car Loan,598,16,19689.43,Missed,Defaulted
CUST01626,36,Female,Pune,Freelancer,534971,664101,Business Loan,737,6,9223.62,Good,Approved
CUST01986,23,Female,Hyderabad,Self-Employed,482140,78885,Car Loan,,7,939.11,Missed,Defaulted
CUST00046,41,Male,Ahmedabad,Self-Employed,1655465,3622401,Business Loan,651,17,17756.87,Missed,Defaulted
CUST00995,48,Male,Mumbai,Freelancer,1572236,721986,Car Loan,581,15,4011.03,Good,Rejected
CUST00362,44,Male,Kolkata,Salaried,913226,817442,Car Loan,582,16,4257.51,Excellent,Rejected
CUST01303,55,Female,Chennai,Self-Employed,728714,1774854,Education Loan,385,15,9860.3,Good,Defaulted
CUST00568,59,Female,Mumbai,Self-Employed,1712760,1625326,Home Loan,390,3,45147.94,Good,Defaulted
CUST00077,47,Female,Hyderabad,Freelancer,405768,4567562,Business Loan,476,11,34602.74,Excellent,Defaulted
CUST01957,45,Male,Lucknow,Self-Employed,1852562,2445406,Education Loan,873,19,10725.46,Excellent,Approved
CUST01443,63,Male,Ahmedabad,Salaried,1836675,300231,Education Loan,534,7,3574.18,Delayed,Rejected
CUST01866,30,Female,Chennai,Salaried,1882678,3589730,Car Loan,899,7,42734.88,Excellent,Approved
CUST01343,30,Male,Kolkata,Salaried,2029989,1644502,Business Loan,513,11,12458.35,Good,Rejected
CUST01629,46,Male,Jaipur,Self-Employed,1335627,1928266,Education Loan,,5,32137.77,Delayed,Rejected
CUST01462,49,Female,Jaipur,Business Owner,915339,1053510,Car Loan,601,10,8779.25,Delayed,Approved
CUST00850,55,Female,Pune,Salaried,1959980,4055194,Education Loan,537,13,25994.83,Good,Rejected
CUST00031,37,Female,Lucknow,Self-Employed,375211,3845830,Home Loan,677,16,20030.36,Excellent,Defaulted
CUST01115,40,Female,Lucknow,Self-Employed,2351341,4233583,Education Loan,822,13,27138.35,Delayed,Rejected
CUST01544,55,Female,Chennai,Salaried,1454352,2217626,Personal Loan,762,5,36960.43,Excellent,Approved
CUST01661,45,Male,Mumbai,Business Owner,828380,2079341,Car Loan,566,17,10192.85,Missed,Defaulted
CUST01311,45,Male,Jaipur,Freelancer,,761716,Car Loan,820,13,4882.79,Good,Approved
CUST00833,46,Male,Mumbai,Freelancer,2046198,994131,Business Loan,833,16,5177.77,Missed,Defaulted
CUST00694,30,Female,Ahmedabad,Freelancer,1261339,3493571,Personal Loan,785,11,26466.45,Good,Approved
CUST00533,26,Female,Kolkata,Freelancer,864917,4231726,Business Loan,850,19,18560.2,Missed,Defaulted
CUST01582,28,Male,Jaipur,Salaried,537369,994461,Business Loan,875,16,5179.48,Missed,Defaulted
CUST01851,33,Male,Ahmedabad,Business Owner,276240,4759751,Personal Loan,685,8,49580.74,Excellent,Defaulted
CUST00382,25,Male,Lucknow,Freelancer,2417181,3905288,Home Loan,313,17,19143.57,Good,Defaulted
CUST01605,53,Female,Mumbai,Freelancer,908175,3433737,Car Loan,817,14,20438.91,Delayed,Rejected
CUST00045,23,Male,Delhi,Business Owner,766956,3050109,Car Loan,317,11,23106.89,Delayed,Defaulted
CUST01731,28,Male,Delhi,Salaried,1338585,1446102,Personal Loan,837,6,20084.75,Good,Approved
CUST00169,48,Male,Mumbai,Business Owner,1783246,1314134,Education Loan,721,3,36503.72,Delayed,Approved
CUST00304,26,Female,Ahmedabad,Business Owner,2273290,1948917,Car Loan,446,12,13534.15,Excellent,Defaulted
CUST00343,54,Female,Chennai,Freelancer,645377,497244,Personal Loan,483,16,2589.81,Missed,Defaulted
CUST00439,57,Male,Jaipur,Self-Employed,716409,2470872,Education Loan,578,8,25738.25,Good,Rejected
CUST01965,36,Male,Delhi,Business Owner,550067,3966247,Car Loan,804,8,41315.07,Good,Defaulted
CUST00765,46,Male,Lucknow,Self-Employed,665982,1840146,Home Loan,630,5,30669.1,Delayed,Rejected
CUST01678,62,Female,Lucknow,Salaried,722154,2240002,Car Loan,539,11,16969.71,Excellent,Rejected
CUST01179,40,Male,Bangalore,Freelancer,1861945,4152748,Car Loan,827,4,86515.58,Good,Approved
CUST01928,47,Female,Bangalore,Salaried,832405,974993,Education Loan,833,16,5078.09,Missed,Defaulted
CUST00421,35,Male,Ahmedabad,Salaried,1829311,3578880,Home Loan,499,9,33137.78,Excellent,Defaulted
CUST00708,24,Female,Delhi,Self-Employed,635071,1236430,Education Loan,801,1,103035.83,Missed,Defaulted
CUST01346,50,Male,Chennai,Self-Employed,1324027,568490,Business Loan,573,13,3644.17,Missed,Defaulted
CUST00789,48,Female,Jaipur,Self-Employed,1057342,1820403,Car Loan,402,15,10113.35,Delayed,Defaulted
CUST00355,57,Female,Ahmedabad,Freelancer,1811935,4681889,Business Loan,803,5,78031.48,,Approved
CUST00354,28,Male,Kolkata,Business Owner,1881076,4734013,Home Loan,510,8,49312.64,Delayed,Rejected
CUST00528,49,Female,Jaipur,Business Owner,,696012,Education Loan,743,10,5800.1,Missed,Defaulted
CUST01342,28,Male,Mumbai,Salaried,2320243,2774274,Personal Loan,346,6,38531.58,Good,Defaulted
CUST00483,47,Female,Pune,Business Owner,490998,1523300,Education Loan,808,19,6681.14,Delayed,Approved
CUST00186,23,Female,Delhi,Self-Employed,1903377,4756797,Car Loan,695,17,23317.63,Good,Rejected
CUST01395,46,Male,Mumbai,Freelancer,2045219,2446640,Business Loan,,17,11993.33,Good,Approved
CUST01455,25,Female,Pune,Self-Employed,,3081830,Business Loan,762,9,28535.46,Missed,Defaulted
CUST01426,25,Female,Mumbai,Self-Employed,,4676510,Car Loan,520,10,38970.92,Delayed,Rejected
CUST01229,42,Female,Delhi,Business Owner,1839778,1559390,Personal Loan,866,19,6839.43,Good,Approved
CUST00301,54,Male,Pune,Self-Employed,1662073,3687967,Car Loan,595,3,102443.53,Delayed,Rejected
CUST00454,48,Female,Ahmedabad,Freelancer,2148183,4424798,Personal Loan,749,11,33521.2,Missed,Defaulted
CUST00734,45,Female,Delhi,Salaried,675595,1177787,Car Loan,582,7,14021.27,Missed,Defaulted
CUST01782,53,Female,Kolkata,Business Owner,2127716,3828271,Car Loan,365,13,24540.2,Excellent,Defaulted
CUST01789,55,Male,Kolkata,Business Owner,1646250,978864,Home Loan,440,19,4293.26,Good,Defaulted
CUST01911,38,Female,Delhi,,2458233,4280013,Business Loan,486,12,29722.31,Missed,Defaulted
CUST01973,59,Male,Hyderabad,Self-Employed,2049691,4228465,Home Loan,869,9,39152.45,Missed,Defaulted
CUST01393,31,Male,Lucknow,Freelancer,1126215,4053314,Personal Loan,770,12,28148.01,Good,Rejected
CUST01233,59,Male,Kolkata,Freelancer,1538084,1854053,Car Loan,762,3,51501.47,Excellent,Approved
CUST00176,53,Male,Lucknow,Self-Employed,287468,3169734,Home Loan,400,10,26414.45,,Defaulted
CUST00964,53,Female,Lucknow,Freelancer,2016030,328104,Education Loan,399,16,1708.88,Missed,Defaulted
CUST01028,61,Male,Pune,Freelancer,802276,1591037,Car Loan,378,4,33146.6,Missed,Defaulted
CUST01642,48,Female,Hyderabad,Freelancer,354692,864661,Business Loan,617,15,4803.67,Excellent,Rejected
CUST00124,60,Female,Ahmedabad,Business Owner,2339980,468829,Education Loan,629,16,2441.82,Good,Rejected
CUST00384,53,Female,Lucknow,Business Owner,1756518,1390683,Education Loan,356,4,28972.56,Excellent,Defaulted
CUST01597,56,Male,Pune,Freelancer,676128,1412516,Education Loan,631,4,29427.42,Missed,Defaulted
CUST00585,40,Female,Chennai,Salaried,878841,1628232,Business Loan,890,18,7538.11,Missed,Defaulted
CUST00040,25,Male,Pune,Salaried,1610822,2082709,Car Loan,369,16,10847.44,Good,Defaulted
CUST00487,25,Female,Hyderabad,Salaried,1609854,4825275,Home Loan,568,13,30931.25,Missed,Defaulted
CUST00515,38,Male,Hyderabad,,787100,1325393,Education Loan,540,7,15778.49,Good,Rejected
CUST00332,45,Male,Hyderabad,Self-Employed,1909375,163936,Education Loan,686,19,719.02,Delayed,Approved
CUST00428,47,Female,Delhi,Salaried,1633441,470539,Education Loan,457,18,2178.42,Missed,Defaulted
CUST00195,23,Female,Lucknow,Business Owner,1191469,2347905,Car Loan,809,14,13975.62,Missed,Defaulted
CUST00545,52,Male,Jaipur,Self-Employed,1674764,1697824,Education Loan,558,4,35371.33,Good,Rejected
CUST00592,29,Male,Jaipur,Business Owner,1856321,4268346,Personal Loan,462,16,22230.97,Delayed,Defaulted
CUST01748,34,Female,Mumbai,Salaried,2302191,1811169,Home Loan,780,5,30186.15,Missed,Defaulted
CUST00323,44,Male,Hyderabad,Salaried,401139,2062755,Car Loan,324,8,21487.03,Excellent,Defaulted
CUST01222,50,Female,Ahmedabad,Freelancer,2101860,3993439,Business Loan,433,8,41598.32,Excellent,Defaulted
CUST00267,46,Female,Delhi,Business Owner,1926676,901161,Personal Loan,767,19,3952.46,Delayed,Approved
CUST01356,35,Male,Jaipur,Business Owner,1686561,3912163,Home Loan,765,17,19177.27,Delayed,Rejected
CUST01481,26,Female,Mumbai,Salaried,1489709,4557863,Car Loan,412,11,34529.27,Missed,Defaulted
CUST00068,36,Female,Chennai,Salaried,2314785,154927,Business Loan,895,5,2582.12,Good,Approved
CUST00988,60,Female,Pune,Business Owner,1401700,1014795,Personal Loan,528,3,28188.75,Delayed,Rejected
CUST01839,37,Male,Kolkata,Salaried,1672608,3810713,Car Loan,850,12,26463.28,Missed,Defaulted
CUST01991,46,Female,Chennai,Salaried,308944,3179985,Business Loan,461,9,29444.31,Excellent,Defaulted
CUST01788,36,Male,Lucknow,Freelancer,1765116,3331121,Personal Loan,390,16,17349.59,Missed,Defaulted
CUST01613,38,Female,Delhi,Self-Employed,227798,4451744,Personal Loan,548,16,23186.17,Excellent,Defaulted
CUST00671,54,Female,Bangalore,Self-Employed,233691,1609657,Business Loan,554,17,7890.48,Good,Defaulted
CUST01754,53,Female,Delhi,Salaried,,2230139,Personal Loan,774,16,11615.31,Missed,Defaulted
CUST00479,29,Female,Kolkata,Business Owner,2450041,4834377,Car Loan,513,5,80572.95,Excellent,Rejected
CUST01767,50,Female,Bangalore,Salaried,636542,4777589,Business Loan,460,5,79626.48,Delayed,Defaulted
CUST01570,38,Male,Lucknow,Self-Employed,790504,4465239,Education Loan,691,4,93025.81,Excellent,Rejected
CUST00472,33,Male,Hyderabad,Business Owner,1357655,3273253,Home Loan,717,15,18184.74,Missed,Defaulted
CUST01666,29,Female,Mumbai,Business Owner,2145049,1819617,Personal Loan,503,1,151634.75,Excellent,Rejected
CUST00721,32,Female,Chennai,Salaried,238547,4372751,Education Loan,672,16,22774.74,Delayed,Defaulted
CUST01299,24,Female,Hyderabad,Freelancer,1698339,4120101,Home Loan,470,9,38149.08,Missed,Defaulted
CUST01306,58,Female,Mumbai,Salaried,473452,1058314,Home Loan,779,11,8017.53,Missed,Defaulted
CUST01849,29,Female,Pune,Freelancer,1996725,3874977,Home Loan,586,18,17939.71,Excellent,Rejected
CUST01703,54,Female,Delhi,Freelancer,2109824,863526,Home Loan,894,10,7196.05,Good,Approved
CUST01562,41,Female,Chennai,Self-Employed,2382926,2519491,Car Loan,779,2,104978.79,Delayed,Rejected
CUST01611,48,Male,Bangalore,Salaried,1134339,1205933,Car Loan,529,19,5289.18,Excellent,Rejected
CUST01692,54,Female,Chennai,Business Owner,1114565,3936613,Car Loan,626,16,20503.19,Good,Approved
CUST00480,50,Male,Lucknow,Salaried,2472158,1642173,Personal Loan,373,2,68423.88,Missed,Defaulted
CUST00863,45,Female,Ahmedabad,Business Owner,967524,4358760,Business Loan,690,2,181615,Good,Rejected
CUST01245,52,Female,Lucknow,Salaried,1072328,4274367,Education Loan,795,15,23746.48,Missed,Defaulted
CUST01532,34,Female,Mumbai,Self-Employed,2276198,3871301,Education Loan,632,3,107536.14,Good,Approved
CUST01263,42,Female,Lucknow,Self-Employed,1305710,1538543,Personal Loan,732,18,7122.88,Delayed,Approved
CUST01848,41,Male,Ahmedabad,Salaried,,4056622,Education Loan,427,10,33805.18,Delayed,Defaulted
CUST00262,57,Male,Jaipur,Salaried,1879161,1185270,Business Loan,344,14,7055.18,Excellent,Defaulted
CUST01118,50,Female,Chennai,Freelancer,,4580734,Home Loan,429,1,381727.83,,Defaulted
CUST01005,34,Female,Delhi,Freelancer,,4058146,Education Loan,668,11,30743.53,Excellent,Rejected
CUST00241,28,Male,Hyderabad,Self-Employed,1744613,4137138,Car Loan,719,8,43095.19,Missed,Defaulted
CUST01059,32,Female,Mumbai,Business Owner,541207,3825702,Education Loan,705,13,24523.73,Missed,Defaulted
CUST00869,57,Female,Jaipur,Salaried,1842892,4278456,Education Loan,405,18,19807.67,Excellent,Defaulted
CUST01575,39,Male,Mumbai,,594754,542503,Business Loan,537,19,2379.4,Good,Rejected
CUST01620,27,Female,Ahmedabad,Freelancer,605105,3262713,Education Loan,693,4,67973.19,Good,Rejected
CUST01318,58,Female,Jaipur,Salaried,342980,2555365,Education Loan,394,12,17745.59,Good,Defaulted
CUST00571,22,Male,Pune,Freelancer,2063236,3976690,Business Loan,513,2,165695.42,Good,Rejected
CUST00366,23,Male,Ahmedabad,Freelancer,226806,544955,Car Loan,318,14,3243.78,Good,Defaulted
CUST01679,29,Male,Mumbai,Business Owner,1211930,3043349,Car Loan,594,19,13348.02,Excellent,Rejected
CUST01266,32,Male,Bangalore,Self-Employed,1006564,3202963,Home Loan,898,7,38130.51,Excellent,Approved
CUST00719,35,Male,Lucknow,Freelancer,,3030342,Home Loan,458,11,22957.14,Excellent,Defaulted
CUST01961,36,Male,Bangalore,Business Owner,2062205,2598600,Car Loan,538,1,216550,Good,Rejected
CUST00951,40,Female,Chennai,Salaried,2473958,1346573,Home Loan,814,11,10201.31,Excellent,Approved
CUST01224,44,Male,Mumbai,Salaried,1556688,4690239,Home Loan,703,14,27918.09,Good,Rejected
CUST00072,61,Female,Mumbai,Freelancer,1063663,3699886,Home Loan,883,3,102774.61,Good,Approved
CUST00922,32,Female,Hyderabad,Business Owner,408944,2089660,Business Loan,685,9,19348.7,Missed,Defaulted
CUST00260,32,Male,Ahmedabad,Freelancer,2451401,219934,Business Loan,702,15,1221.86,Excellent,Rejected
CUST00052,38,Female,Jaipur,Salaried,761672,3798294,Personal Loan,843,10,31652.45,Delayed,Rejected
CUST00199,53,Female,Hyderabad,Business Owner,223429,4159070,Personal Loan,724,12,28882.43,Excellent,Defaulted
CUST01646,45,Male,Hyderabad,Freelancer,2153256,4757926,Business Loan,511,8,49561.73,Good,Rejected
CUST01191,24,Female,Pune,Freelancer,2481608,2845126,Home Loan,457,16,14818.36,Missed,Defaulted
CUST00333,53,Female,Ahmedabad,Salaried,2213321,4260583,Personal Loan,725,9,39449.84,Delayed,Rejected
CUST01387,53,Female,Mumbai,Business Owner,1445803,4109626,Personal Loan,496,9,38052.09,Missed,Defaulted
CUST00615,35,Female,Hyderabad,Freelancer,2291635,643731,Education Loan,859,13,4126.48,Missed,Defaulted
CUST01764,49,Female,Delhi,Salaried,2226110,4455113,Education Loan,417,10,37125.94,Excellent,Defaulted
CUST00999,23,Male,Mumbai,Business Owner,367647,4563962,Business Loan,711,16,23770.64,Excellent,Defaulted
CUST01183,39,Male,Chennai,Self-Employed,,3895204,Business Loan,378,9,36066.7,Good,Defaulted
CUST01340,35,Female,Chennai,Self-Employed,2199920,3461031,Personal Loan,579,4,72104.81,Good,Rejected
CUST00933,55,Male,Mumbai,Business Owner,2097501,4316988,Personal Loan,744,4,89937.25,Excellent,Approved
CUST01668,39,Female,Jaipur,Salaried,1656048,2898039,Business Loan,851,18,13416.85,Excellent,Approved
